title,author,isbn,publication_year,rating,reviews,genres,page_count,language,publisher,review_count_log,is_highly_rated,rating_category,decade,genre_count,avg_rating_by_author,total_books_by_author
The 7m7fyj,Boyibai Jcbvll,978-1780919604,2009,1.6,4825,"['Fantasy', 'Thriller']",525,Spanish,Publisher 8,8.481773246184977,False,Low,2000,2,1.6,1
An Clo0yo,Xxljnc Bfsln,978-5524805208,1985,3.7,1458,['Fantasy'],281,Chinese,Publisher 12,7.285506548522785,False,Medium,1980,1,3.7,1
The Gkvxcl,Zrrxup Iyhcq,978-5024297961,1931,1.4,720,"['Thriller', 'Classics', 'Non-Fiction']",349,German,Publisher 40,6.580639137284948,False,Low,1930,3,1.4,1
The Tdc52o,Rgmrhlie Zsmvo,978-4449629476,2005,4.5,76,['Biography'],456,French,Publisher 39,4.343805421853684,True,High,2000,1,4.5,1
My Goatcz,Zninjb Mcjauel,978-1135721137,2013,1.7,299,"['Science Fiction', 'Thriller']",316,French,Publisher 44,5.703782474656201,False,Low,2010,2,1.7,1
The Rfbdkd,Osbrpzg Bdwnco,978-1550786248,1907,4.3,641,"['History', 'Romance']",127,Chinese,Publisher 39,6.464588303689961,True,High,1900,2,4.3,1
The Oifoco,Tydtk Jdjydqc,978-3138194695,1941,1.8,4469,"['Thriller', 'History', 'Mystery']",281,English,Publisher 37,8.405143687607614,False,Low,1940,3,1.8,1
The Jsm8dz,Geucs Ehijxc,978-2664706592,1937,4.6,4532,"['Biography', 'Fiction']",913,French,Publisher 27,8.41913925094085,True,High,1930,2,4.6,1
The Svvdm3,Buwjxv Iscfhn,978-3185938626,1979,2.5,636,['Classics'],904,Chinese,Publisher 18,6.456769655572163,False,Low,1970,1,2.5,1
The Iznse2,Rfmyfy Dxezxm,978-3600246598,1919,1.4,2775,"['Classics', 'Non-Fiction', 'Thriller']",674,English,Publisher 13,7.928766321626695,False,Low,1910,3,1.4,1
An Re3nzh,Eficlg Lbswx,978-5675361708,1925,4.6,1496,"['History', 'Science Fiction']",965,Chinese,Publisher 36,7.311218384419628,True,High,1920,2,4.6,1
A 23qhrc,Mbacdnr Unxdce,978-8593763050,1903,3.2,4838,"['Fiction', 'Fantasy', 'Romance']",955,Chinese,Publisher 47,8.48446336679332,False,Medium,1900,3,3.2,1
An 9di1yo,Jmpoby Nmtgwsp,978-8799091874,1946,4.2,3023,"['Thriller', 'Romance', 'Science Fiction']",492,English,Publisher 14,8.014335737299424,True,High,1940,3,4.2,1
An Pwvwle,Hwzmjip Sspyml,978-8566496667,1920,4.5,3531,"['Thriller', 'Biography']",569,German,Publisher 36,8.16961956172385,True,High,1920,2,4.5,1
An Eelur5,Ygreocnr Uuhwhp,978-9098117642,1928,1.6,3620,"['Classics', 'Romance', 'Thriller']",692,Chinese,Publisher 29,8.19450550976564,False,Low,1920,3,1.6,1
The Wfhrib,Yqplqse Irqqgh,978-6959884977,1955,2.7,3987,['Science Fiction'],330,Spanish,Publisher 21,8.291045131081729,False,Low,1950,1,2.7,1
The W1g6mv,Mcippq Nezupa,978-9447302820,1958,2.8,4865,"['Romance', 'History']",213,Spanish,Publisher 32,8.490027523343468,False,Low,1950,2,2.8,1
The Dac507,Jxbdb Farfsudv,978-8859700625,1945,4.1,140,['Classics'],83,English,Publisher 26,4.948759890378168,True,High,1940,1,4.1,1
The P6mwww,Osibk Wpzpzpe,978-5964462283,1941,3.3,3580,['History'],685,Chinese,Publisher 14,8.183397369998433,False,Medium,1940,1,3.3,1
My Owiycy,Ozkkstb Zyhkmepb,978-5972961533,1922,4.2,4312,"['Thriller', 'Romance', 'History']",266,Spanish,Publisher 16,8.369388996647842,True,High,1920,3,4.2,1
An Y0xbfa,Kxvevw Mxjblun,978-1373342468,1988,3.7,1162,"['Mystery', 'Thriller']",257,English,Publisher 46,7.0587581525186645,False,Medium,1980,2,3.7,1
The Nmpgos,Kwiqlnn Sizqs,978-3726382240,1976,1.2,1692,"['Science Fiction', 'Biography']",681,English,Publisher 44,7.4342573821331355,False,Low,1970,2,1.2,1
My Woeiu9,Xhmgi Eaufdp,978-6238727586,1905,4.6,2059,['History'],511,Spanish,Publisher 6,7.630461261783626,True,High,1900,1,4.6,1
My Byaft8,Xiefwl Kwchhvd,978-3552661711,1906,2.4,412,"['Biography', 'Mystery', 'Science Fiction']",513,French,Publisher 2,6.023447592961032,False,Low,1900,3,2.4,1
My Da0pdy,Oqelbp Mnxvs,978-9437695579,1931,3.7,2795,['Mystery'],837,German,Publisher 23,7.935945103353701,False,Medium,1930,1,3.7,1
My Ljz0t7,Daiyofl Oumflpe,978-4005383242,1903,3.0,148,['Biography'],157,Spanish,Publisher 9,5.003946305945459,False,Low,1900,1,3.0,1
My Idotxx,Nrnwy Bnupsgjh,978-1960636750,1912,2.3,1083,"['Fiction', 'Science Fiction', 'Biography']",569,French,Publisher 3,6.988413181999591,False,Low,1910,3,2.3,1
The Dft3ur,Kqypougq Nfxfei,978-2164407550,2020,2.7,4163,"['Science Fiction', 'History']",358,German,Publisher 16,8.33423142973486,False,Low,2020,2,2.7,1
My Yg6ixg,Ikghowh Pfbqkjh,978-6727088820,1940,3.1,2820,['Classics'],692,German,Publisher 23,7.944846711001996,False,Medium,1940,1,3.1,1
An 3gw6fp,Getrfxs Bjavuzb,978-5685618181,1941,1.5,1434,"['Biography', 'Mystery']",947,Chinese,Publisher 25,7.268920128193721,False,Low,1940,2,1.5,1
A U80isq,Wctpna Amfhrlsi,978-1806948500,1977,4.8,4368,"['Non-Fiction', 'Fantasy', 'Thriller']",859,French,Publisher 25,8.382289428951436,True,High,1970,3,4.8,1
A Usx90f,Ydbhrxi Lntgebvp,978-1422695440,1960,1.5,3789,"['Science Fiction', 'Fantasy', 'Fiction']",625,English,Publisher 50,8.240121298076472,False,Low,1960,3,1.5,1
A 2ezscw,Rmvufo Llgojqdk,978-3217109716,1975,1.4,2770,"['Biography', 'Thriller', 'Science Fiction']",981,Spanish,Publisher 39,7.9269635448629785,False,Low,1970,3,1.4,1
An 6xwh2p,Kgptznnu Lfnobba,978-5752446728,1935,3.7,4425,"['Romance', 'Science Fiction']",319,German,Publisher 26,8.395251520610994,False,Medium,1930,2,3.7,1
An Xzz6mh,Ygoysyk Jodret,978-6227392575,1991,3.4,2525,['Classics'],103,Chinese,Publisher 37,7.8343923029104365,False,Medium,1990,1,3.4,1
A Ohzlbo,Rlkughcj Adrzmul,978-5166327180,1934,4.5,2846,"['Fiction', 'Biography']",990,German,Publisher 25,7.954021087278037,True,High,1930,2,4.5,1
An Amzqh3,Lahmxdv Rsfvfk,978-4633320001,2006,4.1,2431,"['Non-Fiction', 'Thriller']",735,Spanish,Publisher 32,7.796469243086057,True,High,2000,2,4.1,1
My Tt5gsz,Zhoko Hwyagom,978-1870756427,1963,2.0,4003,"['Classics', 'Mystery']",181,English,Publisher 50,8.295049140435111,False,Low,1960,2,2.0,1
An Ymz4m9,Pblaaxa Ivxswtq,978-1424089582,2022,1.6,4823,"['Mystery', 'Fantasy', 'Fiction']",884,Chinese,Publisher 10,8.481358738407021,False,Low,2020,3,1.6,1
An Luizzf,Uijggdl Mhtgyd,978-7598483694,1961,2.1,4264,['Classics'],190,English,Publisher 34,8.35819745992578,False,Low,1960,1,2.1,1
An Peswgu,Xeqdharr Sklgsxd,978-8674537247,1924,1.1,1869,"['Mystery', 'Classics', 'Non-Fiction']",684,German,Publisher 45,7.533693709848632,False,Low,1920,3,1.1,1
The Kdm2wl,Uefgbytu Hkqlj,978-9779986529,1991,1.4,3201,"['Fantasy', 'Mystery', 'Biography']",521,English,Publisher 31,8.071530893556659,False,Low,1990,3,1.4,1
An 6j7cgj,Cyitocl Ymblxn,978-3466694242,2021,4.3,1371,"['Fantasy', 'Fiction']",688,Spanish,Publisher 31,7.22402480828583,True,High,2020,2,4.3,1
An Vm0o0l,Yddvibj Xeezxvnm,978-5689124287,2002,2.3,3891,"['Romance', 'Non-Fiction', 'History']",189,Chinese,Publisher 39,8.266678443305896,False,Low,2000,3,2.3,1
The V0g2hi,Fwvjr Supzzg,978-8279752650,1971,2.0,544,"['History', 'Fantasy']",638,English,Publisher 23,6.300785794663244,False,Low,1970,2,2.0,1
An Lzbvnl,Jtfduq Dxyrp,978-8287408140,1934,1.7,3801,"['Classics', 'Fiction', 'History']",496,English,Publisher 13,8.243282523048375,False,Low,1930,3,1.7,1
A Jnyxpv,Dhkgpdz Kxpgwf,978-1082408258,1943,2.3,144,"['Non-Fiction', 'Fiction']",714,German,Publisher 24,4.976733742420574,False,Low,1940,2,2.3,1
The Mc5aes,Iwkrdm Hleutn,978-6219703682,1952,3.4,3570,"['History', 'Mystery', 'Classics']",396,Spanish,Publisher 11,8.180600947594447,False,Medium,1950,3,3.4,1
A Wioy0h,Qlkinqvm Xetnbc,978-2236544865,1901,3.2,1398,"['Fiction', 'History', 'Mystery']",957,French,Publisher 43,7.243512974665481,False,Medium,1900,3,3.2,1
An Ihenkr,Nrrcftfv Thubd,978-2824355569,1940,4.8,4588,"['Non-Fiction', 'History']",976,Spanish,Publisher 24,8.431417414394833,True,High,1940,2,4.8,1
An Szo1yg,Dosfqhtr Dkqnlmm,978-4882135547,1914,2.1,3031,['Non-Fiction'],596,Chinese,Publisher 43,8.016977746762262,False,Low,1910,1,2.1,1
The E4hwma,Paquvvg Lpoka,978-3259358490,2008,1.8,2899,['Non-Fiction'],995,German,Publisher 41,7.9724660159745655,False,Low,2000,1,1.8,1
The 2f5la7,Hfsmtfn Vqaqhgf,978-6923296993,1925,1.7,840,"['Romance', 'Classics']",329,French,Publisher 33,6.734591659972947,False,Low,1920,2,1.7,1
My Nsyfvc,Ksxdk Szjoxlo,978-8446383443,1987,4.5,4110,"['Fiction', 'Mystery']",83,English,Publisher 10,8.321421586897879,True,High,1980,2,4.5,1
A H0jusk,Grxisrqr Vaeeow,978-7133484800,1936,4.4,2486,['Biography'],745,German,Publisher 20,7.818832443803404,True,High,1930,1,4.4,1
A 8vc3ef,Xmfvubh Zvobxip,978-8749459387,1945,3.4,4050,"['Biography', 'Romance', 'Mystery']",788,Chinese,Publisher 20,8.30671904320269,False,Medium,1940,3,3.4,1
My Gtk6aj,Rfnihwge Frivga,978-7628988614,1947,4.9,880,"['Classics', 'Biography', 'Thriller']",779,English,Publisher 5,6.781057625936179,True,High,1940,3,4.9,1
A Ybzptf,Gqwnmwsd Rrytmg,978-7401165502,1969,1.2,3472,"['Fantasy', 'Science Fiction', 'Mystery']",567,German,Publisher 7,8.152774052744073,False,Low,1960,3,1.2,1
A Crwpoc,Trqtnqfu Dotzqzxt,978-1440273572,2001,3.6,387,['Thriller'],441,English,Publisher 23,5.961005339623274,False,Medium,2000,1,3.6,1
My Jt3tjh,Fzpphn Udeiafe,978-3472784232,1928,4.1,512,"['Thriller', 'Fiction', 'Biography']",305,French,Publisher 28,6.240275845170769,True,High,1920,3,4.1,1
An Xjyikc,Ylnxf Axseti,978-6373748365,1959,2.8,1621,"['History', 'Non-Fiction', 'Classics']",135,German,Publisher 27,7.391415234675358,False,Low,1950,3,2.8,1
An Pnxabo,Yqxvnyfp Ewbjaxi,978-7893973538,1908,3.9,3114,['Classics'],823,French,Publisher 7,8.043984431221553,False,Medium,1900,1,3.9,1
An Nmn4oi,Zdndcta Tgbwc,978-9912123674,1981,2.9,4253,"['Mystery', 'Thriller', 'Non-Fiction']",753,French,Publisher 16,8.355614995760183,False,Low,1980,3,2.9,1
An Bcrdq9,Dwolyei Dpabvx,978-3066933037,1924,1.0,551,['Non-Fiction'],160,German,Publisher 37,6.313548046277095,False,Low,1920,1,1.0,1
My Miaot8,Srynd Cfatn,978-7284413965,1937,2.5,3387,['Fiction'],682,English,Publisher 6,8.127995055771946,False,Low,1930,1,2.5,1
The Lbmsp7,Xajhc Hkchwe,978-8781849917,2004,4.1,4544,"['Thriller', 'Classics', 'History']",808,French,Publisher 35,8.421783006611578,True,High,2000,3,4.1,1
The Kqfjta,Scakmyh Qthgbm,978-3385406583,1929,4.6,4924,['Science Fiction'],203,English,Publisher 48,8.502079553606189,True,High,1920,1,4.6,1
A Blxc6n,Skjnefz Cewsbc,978-5221950908,1904,1.8,1997,['Fantasy'],952,Spanish,Publisher 50,7.599901959208498,False,Low,1900,1,1.8,1
The B8kenx,Smpth Zwcitgii,978-7994135318,1938,3.2,836,"['Fiction', 'Science Fiction', 'Non-Fiction']",628,German,Publisher 28,6.729824070489475,False,Medium,1930,3,3.2,1
An L3ztql,Tpcqruny Myfgzvpi,978-2610592781,1999,1.7,4100,"['Biography', 'Non-Fiction']",639,Spanish,Publisher 18,8.318986125392058,False,Low,1990,2,1.7,1
